,"""enh_impression_list""","""enh_impression_name""","""enh_impression_position""","""search_sortby""","""object_area""","""object_city""","""object_currency""","""object_display_state""","""object_district""","""object_features""","""object_federalstate""","""object_gok""","""object_is_special""","""object_label""","""object_marketingtype""","""object_objekt_nutzungsart""","""object_objekt_zustand""","""object_objektart""","""object_objektart_sub""","""object_price""","""object_rooms""","""object_listingtype"""
573,Liste,kontakt,3.0,2314152.0,191.0,München,EUR,sel_item,Maxvorstadt,Garten|EBK,Bayern,d14ec0e2-1003-4a67-8957-009bac1bd565,,old,Miete,WOHNEN,sonstiges,,ERDGESCHOSS,4400.0,6.0,standard
574,Liste,kontakt,4.0,284128.0,106.72,München,EUR,sel_item,Altstadt-Lehel,EBK,Bayern,148009d0-2717-41ff-b881-31eedc9fa580,,old,Miete,WOHNEN,sonstiges,,ETAGE,4535.0,2.0,standard
575,Liste,kontakt,5.0,316913.0,220.0,München,EUR,sel_item,Untergiesing-Harlaching,Balkon,Bayern,e3e2717b-2444-4e5e-822a-647617700622,,old,Miete,WOHNEN,sonstiges,,Wohnung,4640.0,4.5,standard
576,Liste,kontakt,6.0,316913.0,158.0,München,EUR,sel_item,Maxvorstadt,Balkon,Bayern,9217c2ef-f349-4c89-9fd3-36cc68b0dce9,,old,Miete,WOHNEN,sonstiges,,Wohnung,4640.0,5.0,standard
577,Liste,kontakt,7.0,254773.0,216.0,München,EUR,sel_item,Altstadt-Lehel,Balkon|EBK,Bayern,fe6a0674-f1f8-4ddb-98f2-6b9e12fba1e1,,old,Miete,WOHNEN,sonstiges,,ETAGE,4750.0,5.5,standard
578,Liste,kontakt,8.0,1390633.0,181.0,München,EUR,sel_item,Schwabing-West,EBK,Bayern,cb624877-c7b5-4508-9da3-6cc4abe4fe51,,old,Miete,WOHNEN,sonstiges,,DACHGESCHOSS,4750.0,4.5,standard
579,Liste,kontakt,9.0,1390633.0,181.0,München,EUR,sel_item,Schwabing-West,EBK,Bayern,68b518d5-b6f8-4c7d-90f3-6ad13c1d2814,,old,Miete,WOHNEN,sonstiges,,DACHGESCHOSS,4750.0,4.5,standard
580,Liste,kontakt,10.0,2016410.0,164.29,München,EUR,sel_item,Ludwigsvorstadt-Isarvorstadt,Balkon,Bayern,31d46599-fda7-4fec-a858-fb52ca02ffb5,,old,Miete,WOHNEN,sonstiges,,PENTHOUSE,4975.0,3.0,standard
581,Liste,kontakt,11.0,2513885.0,180.0,München,EUR,sel_item,Maxvorstadt,Garten|EBK,Bayern,86bb36bb-5ace-4517-aec1-10eb10e6078a,,old,Miete,WOHNEN,sonstiges,,SOUTERRAIN,5100.0,6.0,standard
582,Liste,kontakt,12.0,709515.0,297.0,München,EUR,sel_item,Au-Haidhausen,Balkon|EBK,Bayern,32142e19-dc08-443a-8a09-c18e7a5d60a4,,old,Miete,WOHNEN,sonstiges,,ETAGE,5100.0,6.0,standard
583,Liste,kontakt,13.0,314425.0,300.0,München,EUR,sel_item,Schwanthalerhöhe,Balkon|EBK,Bayern,f1e0a083-1128-49e3-bb84-4261bd1a74df,,old,Miete,WOHNEN,sonstiges,,PENTHOUSE,5370.0,6.0,standard
584,Liste,kontakt,14.0,8022.0,194.0,München,EUR,sel_item,Schwabing-West,Garten|Balkon|EBK,Bayern,c7532a7c-893b-4b77-a538-f0a0594dd72e,,new,Miete,WOHNEN,sonstiges,,ERDGESCHOSS,5820.0,4.0,standard
585,Liste,kontakt,15.0,484037.0,348.0,München,EUR,sel_item,Pasing-Obermenzing,,Bayern,f72e38cf-d379-458d-af8e-d9914455a5c1,,old,Miete,WOHNEN,sonstiges,,Wohnung,6100.0,9.5,standard
586,Liste,kontakt,16.0,8022.0,245.0,München,EUR,sel_item,Bogenhausen,EBK,Bayern,bdcac627-68c1-4190-ad64-ff918a36de5d,,old,Miete,WOHNEN,sonstiges,,Wohnung,6950.0,5.0,standard
587,Liste,kontakt,17.0,284128.0,276.0,München,EUR,sel_item,Schwabing-Freimann,EBK,Bayern,1d7a431a-d226-475d-b71f-1e9c73a2c0ea,,old,Miete,WOHNEN,sonstiges,,ETAGE,7900.0,6.0,standard
588,Liste,kontakt,18.0,8022.0,245.0,München,EUR,sel_item,Neuhausen-Nymphenburg,Balkon|EBK,Bayern,305b3a45-783e-4986-a862-13de0f0a1945,,old,Miete,WOHNEN,sonstiges,,DACHGESCHOSS,8000.0,8.0,standard
589,Liste,kontakt,19.0,254773.0,344.0,München,EUR,sel_item,Altstadt-Lehel,Balkon|EBK,Bayern,6230a789-4146-42f5-ad2f-b4341e322295,,old,Miete,WOHNEN,sonstiges,,ETAGE,8600.0,7.5,standard
590,Liste,kontakt,20.0,8022.0,190.0,München,EUR,sel_item,Thalk.Obersendl.-Forsten-Fürstenr.-Solln,Garten|EBK,Bayern,6d3e9a3d-8549-4467-8cbf-a424addb8d40,,old,Miete,WOHNEN,sonstiges,,ERDGESCHOSS,8600.0,6.0,standard
591,Liste,kontakt,21.0,8022.0,310.0,München,EUR,sel_item,Bogenhausen,Garten|EBK,Bayern,8d45021a-3757-43bf-bd31-840666697fd3,,new,Miete,WOHNEN,sonstiges,,ERDGESCHOSS,10000.0,5.0,standard
592,Liste,kontakt,22.0,8022.0,420.0,München,EUR,sel_item,Bogenhausen,EBK,Bayern,165eb614-63f8-49b8-9207-34449c03399a,,old,Miete,WOHNEN,sonstiges,,DACHGESCHOSS,12300.0,6.0,standard
593,Liste,kontakt,23.0,1943234.0,0.0,München,EUR,sel_item,Sendling,,Bayern,a6fd364b-3fdc-40a4-be43-c16c7d99376d,,old,Miete,WOHNEN,sonstiges,,Wohnung,0.0,0.0,standard
594,Liste,kontakt,24.0,1943234.0,0.0,München,EUR,sel_item,Sendling,,Bayern,c862cb90-e416-49a8-a0e5-b7b8d3b06078,,old,Miete,WOHNEN,sonstiges,,Wohnung,0.0,0.0,standard
595,Liste_Objekte_passend,kontakt,1.0,107214.0,61.08,Haar,EUR,rec_item,Gronsdorf,Balkon|EBK,Bayern,14347f71-eab2-473e-89a4-9e3462d259b9,,old,Miete,WOHNEN,sonstiges,,ETAGE,1135.0,2.0,standard
596,Liste_Objekte_passend,kontakt,2.0,1929602.0,74.67,Haar,EUR,rec_item,Haar,Balkon|EBK,Bayern,57511ea1-1b93-41d1-b48d-74a2a44fb455,,old,Miete,WOHNEN,sonstiges,,Wohnung,1125.0,2.0,standard
597,Liste_Objekte_passend,kontakt,3.0,1938659.0,74.44,Neubiberg,EUR,rec_item,Neubiberg,,Bayern,2c63567b-3f0c-40f4-9704-dd2f5599cb7c,,new,Miete,WOHNEN,sonstiges,,Wohnung,1643.12,2.0,standard
598,Liste_Objekte_passend,kontakt,4.0,278130.0,107.03,Neubiberg,EUR,rec_item,Neubiberg,EBK,Bayern,3f201366-2d51-4dcd-b771-7c9d3ff9fc59,,old,Miete,WOHNEN,sonstiges,,DACHGESCHOSS,1930.0,3.5,standard
599,Liste_Objekte_passend,kontakt,5.0,434874.0,86.7,Neubiberg,EUR,rec_item,Neubiberg,Garten,Bayern,d2a37bc1-5dbb-467f-bdd7-2c44736bc1cb,,new,Miete,WOHNEN,sonstiges,,ETAGE,1260.0,3.0,standard
600,Liste_Objekte_passend,kontakt,6.0,1980153.0,78.76,Neubiberg,EUR,rec_item,Unterbiberg,Garten|EBK,Bayern,03b25278-b959-47ec-b099-a1dc36a2c79a,,new,Miete,WOHNEN,sonstiges,,ERDGESCHOSS,1099.0,2.5,standard
601,Liste_Objekte_passend,kontakt,7.0,2345887.0,30.0,Neubiberg,EUR,rec_item,Unterbiberg,EBK,Bayern,d56472b5-99df-4c79-9990-3d54a0351c70,,new,Miete,WOHNEN,sonstiges,,APARTMENT,1799.0,1.0,standard
602,Liste_Objekte_passend,kontakt,8.0,1987286.0,113.9,Aschheim,EUR,rec_item,Aschheim,Balkon,Bayern,255eb83c-217b-4a9d-8e02-89213005e45e,,old,Miete,WOHNEN,sonstiges,,ETAGE,1435.0,3.0,standard
603,Liste_Objekte_passend,kontakt,9.0,1956330.0,62.0,Ottobrunn,EUR,rec_item,Ottobrunn,,Bayern,9dc8e5f8-be5d-4c25-8b24-2041a5d08325,,old,Miete,WOHNEN,sonstiges,,Wohnung,1200.0,2.0,standard
604,Liste_Objekte_passend,kontakt,10.0,1938657.0,109.5,Ottobrunn,EUR,rec_item,Ottobrunn,Garten,Bayern,0446afc9-9520-4f50-8381-4608d53f72a9,,new,Miete,WOHNEN,sonstiges,,ERDGESCHOSS,1495.0,1.0,standard
605,Liste_Objekte_passend,kontakt,11.0,309695.0,80.0,Ottobrunn,EUR,rec_item,Ottobrunn,,Bayern,0879e70d-5957-4346-ba96-acf7341139e7,,old,Miete,WOHNEN,sonstiges,,ETAGE,1250.0,3.0,standard
606,Liste_Objekte_passend,kontakt,12.0,316913.0,121.0,Vaterstetten,EUR,rec_item,null,Balkon,Bayern,6246b126-5fc3-4f92-aa3e-684fe1597686,,old,Miete,WOHNEN,sonstiges,,Wohnung,2360.0,4.0,standard
607,Liste_Objekte_passend,kontakt,13.0,705911.0,46.0,Kirchheim,EUR,rec_item,Heimstetten,Balkon|EBK,Bayern,11c1d9f0-bf58-4410-be56-ca2baf43892d,,new,Miete,WOHNEN,sonstiges,,DACHGESCHOSS,621.0,1.0,standard
608,Liste_Objekte_passend,kontakt,14.0,1460064.0,84.0,Kirchheim,EUR,rec_item,Kirchheim,EBK,Bayern,91631ea6-7581-46b0-aff7-f61b81a38454,,old,Miete,WOHNEN,sonstiges,,ETAGE,1760.0,3.0,standard
609,Liste_Objekte_passend,kontakt,15.0,1705487.0,85.0,Unterhaching,EUR,rec_item,null,,Bayern,fea6973f-9ce4-4a0b-aa5b-efa14a12f7c0,,new,Miete,WOHNEN,sonstiges,,ETAGE,1250.0,3.0,standard
610,Liste_Objekte_passend,kontakt,16.0,1987286.0,88.8,Kirchheim,EUR,rec_item,Kirchheim,Balkon|EBK,Bayern,77007503-5873-4c64-9a49-9b4edf6b3f02,,new,Miete,WOHNEN,sonstiges,,ETAGE,1055.0,2.5,standard
611,Liste_Objekte_passend,kontakt,17.0,419342.0,52.3,Ottobrunn,EUR,rec_item,Ottobrunn,EBK,Bayern,a7aae4ad-0823-4aa8-bab2-55ce10054be5,,old,Miete,WOHNEN,sonstiges,,DACHGESCHOSS,1100.0,2.0,standard
612,Liste_Objekte_passend,kontakt,18.0,709515.0,50.0,Unterföhring,EUR,rec_item,Unterföhring,Balkon|EBK,Bayern,1329053c-15e1-4346-8d66-ec371259deb6,,old,Miete,WOHNEN,sonstiges,,ERDGESCHOSS,1350.0,2.0,standard
613,Liste_Objekte_passend,kontakt,19.0,297930.0,54.7,Hergolding,EUR,rec_item,null,Garten|EBK,Bayern,59549f7b-a89d-4189-aa12-17f8aece8b15,,new,Miete,WOHNEN,sonstiges,,APARTMENT,680.0,2.0,standard
614,Liste_Objekte_passend,kontakt,20.0,278130.0,103.68,Unterhaching,EUR,rec_item,null,Balkon|EBK,Bayern,a6e8593f-d744-4eea-97b2-940b22c52854,,new,Miete,WOHNEN,sonstiges,,ERDGESCHOSS,1650.0,4.0,standard
615,Liste_Objekte_passend,kontakt,21.0,334306.0,38.69,Unterhaching,EUR,rec_item,null,Garten|EBK,Bayern,73830a24-c39d-4eeb-b2f5-6b61787eca44,,old,Miete,WOHNEN,sonstiges,,ERDGESCHOSS,655.0,1.0,standard
616,Liste_Objekte_passend,kontakt,22.0,334306.0,85.56,Unterhaching,EUR,rec_item,null,Garten|EBK,Bayern,07a9870e-5d6d-4875-9511-04e3651ec9f7,,old,Miete,WOHNEN,sonstiges,,Wohnung,1450.0,3.5,standard
617,Liste_Objekte_passend,kontakt,1.0,1924332.0,298.0,Hohenbrunn,EUR,rec_item,null,EBK,Bayern,db75d450-1f75-4491-913c-58a6253b98e1,,old,Miete,WOHNEN,sonstiges,,DACHGESCHOSS,6400.0,11.0,standard
618,Liste_Objekte_passend,kontakt,2.0,1695354.0,73.11,Taufkirchen,EUR,rec_item,Bergham,Garten|EBK,Bayern,23753d11-6ed5-4551-a641-3eb55e4bd821,,old,Miete,WOHNEN,sonstiges,,DACHGESCHOSS,1330.0,2.0,standard
619,Liste_Objekte_passend,kontakt,3.0,334306.0,81.26,Taufkirchen,EUR,rec_item,Westerham,Garten|EBK,Bayern,9951f4f0-c754-4dfc-b4bf-cee8688e32e5,,old,Miete,WOHNEN,sonstiges,,ETAGE,1340.0,3.0,standard
620,Liste_Objekte_passend,kontakt,4.0,1695354.0,111.14,Taufkirchen,EUR,rec_item,Bergham,Garten|Balkon|EBK,Bayern,95d03860-0f8d-4f01-b21a-939ff9c41098,,old,Miete,WOHNEN,sonstiges,,Wohnung,2090.0,4.0,standard
621,Liste_Objekte_passend,kontakt,5.0,334306.0,99.4,Taufkirchen,EUR,rec_item,Bergham,EBK,Bayern,f28fe70f-c8be-4ea9-8902-e782856efca2,,old,Miete,WOHNEN,sonstiges,,Wohnung,1770.0,3.0,standard
622,Liste_Objekte_passend,kontakt,6.0,709515.0,35.8,Taufkirchen,EUR,rec_item,Bergham,Balkon|EBK,Bayern,9a0df0f7-456d-4ba7-853b-f49a963420aa,,old,Miete,WOHNEN,sonstiges,,ETAGE,990.0,1.0,standard
623,Liste_Objekte_passend,kontakt,7.0,334306.0,81.48,Taufkirchen,EUR,rec_item,Am Wald,Balkon|EBK,Bayern,224f0a25-5bce-472f-b2f4-c1e834fcfbbb,,old,Miete,WOHNEN,sonstiges,,ETAGE,1300.0,3.0,standard
624,Liste_Objekte_passend,kontakt,8.0,709515.0,50.0,Taufkirchen,EUR,rec_item,Bergham,Balkon|EBK,Bayern,e7d5365c-e553-45b9-8a09-2d03fbaba6c7,,new,Miete,WOHNEN,sonstiges,,ETAGE,830.0,2.0,standard
625,Liste_Objekte_passend,kontakt,9.0,197569.0,96.08,Taufkirchen,EUR,rec_item,Taufkirchen,Balkon|EBK,Bayern,a21f7ad2-d3be-4238-8c89-12a88d13cfac,,old,Miete,WOHNEN,sonstiges,,Wohnung,1820.0,3.5,standard
626,Liste_Objekte_passend,kontakt,10.0,1992944.0,90.0,Taufkirchen,EUR,rec_item,Bergham,,Bayern,79cbd991-7ade-4a68-abb1-fc586e4727e6,,new,Miete,WOHNEN,sonstiges,,DACHGESCHOSS,1663.2,3.0,standard
627,Liste_Objekte_passend,kontakt,11.0,1695354.0,115.61,Taufkirchen,EUR,rec_item,Bergham,Garten|Balkon|EBK,Bayern,b5b8447c-7f48-413a-8036-13d2f71ea3c2,,old,Miete,WOHNEN,sonstiges,,Wohnung,2165.0,4.0,standard
628,Liste_Objekte_passend,kontakt,12.0,66273.0,110.0,Zorneding,EUR,rec_item,Zorneding,EBK,Bayern,b5ab623d-15cb-48c9-bdc5-281c76549929,,old,Miete,WOHNEN,sonstiges,,DACHGESCHOSS,1185.0,2.0,standard
629,Liste_Objekte_passend,kontakt,13.0,705911.0,58.0,Poing,EUR,rec_item,Poing,Balkon|EBK,Bayern,04e731b6-0f1a-4611-97d7-ea6069bcb5b0,,old,Miete,WOHNEN,sonstiges,,Wohnung,812.0,2.0,standard
630,Liste_Objekte_passend,kontakt,14.0,2057650.0,74.0,Höhenkirchen-Siegertsbrunn,EUR,rec_item,Höhenkirchen,Garten|Balkon,Bayern,667677b3-a73e-422d-8cf4-3f345a45ab15,,old,Miete,WOHNEN,sonstiges,,MAISONETTE,1410.0,2.0,standard
631,Liste_Objekte_passend,kontakt,15.0,1938657.0,93.69,Oberhaching,EUR,rec_item,null,Balkon|EBK,Bayern,46c5d436-0e35-4600-9fab-33333b7d0138,,new,Miete,WOHNEN,sonstiges,,Wohnung,1680.0,3.0,standard
632,Liste_Objekte_passend,kontakt,16.0,316913.0,55.0,Oberhaching,EUR,rec_item,null,Balkon,Bayern,e5e0df19-020f-469a-a3bd-39ea99864e0d,,old,Miete,WOHNEN,sonstiges,,Wohnung,1280.0,2.0,standard
633,Liste_Objekte_passend,kontakt,17.0,2070704.0,78.0,Oberhaching,EUR,rec_item,null,Balkon|EBK,Bayern,83deb7da-3fb9-4218-bc69-2da52d495aa1,,new,Miete,WOHNEN,sonstiges,,ETAGE,1245.0,3.0,standard
634,Liste_Objekte_passend,kontakt,18.0,1938659.0,115.0,Garching,EUR,rec_item,Garching,Balkon|EBK,Bayern,bf464ba1-157b-4f44-86a5-e560776cc091,,old,Miete,WOHNEN,sonstiges,,Wohnung,1500.0,3.0,standard
635,Liste_Objekte_passend,kontakt,19.0,316913.0,109.0,Garching,EUR,rec_item,Garching,Garten,Bayern,448b56a6-da0a-4f89-8c98-bb5b58086520,,old,Miete,WOHNEN,sonstiges,,Wohnung,2560.0,3.0,standard
636,Liste_Objekte_passend,kontakt,20.0,1432872.0,68.0,Garching,EUR,rec_item,Garching,Garten|EBK,Bayern,d07d55fa-815e-4406-be6a-7a069dee6cc1,,new,Miete,WOHNEN,sonstiges,,Wohnung,985.0,3.0,standard
637,Liste_Objekte_passend,kontakt,21.0,2274270.0,123.43,Garching,EUR,rec_item,Garching,EBK,Bayern,eace3b5d-dc29-4153-ba4d-5ab5c03906e3,,new,Miete,WOHNEN,sonstiges,,DACHGESCHOSS,2160.0,4.0,standard
638,Liste_Objekte_passend,kontakt,22.0,1938659.0,63.6,Garching,EUR,rec_item,Garching,Balkon|EBK,Bayern,f7f88b37-e648-4fea-8883-0ea06698b494,,old,Miete,WOHNEN,sonstiges,,Wohnung,1150.0,2.0,standard
639,Liste_Objekte_passend,kontakt,1.0,1912310.0,120.0,Brunnthal,EUR,rec_item,Hofolding,Balkon|EBK,Bayern,f7ffe745-c0fd-49fd-8f4d-41bda38fcfdc,,old,Miete,WOHNEN,sonstiges,,DACHGESCHOSS,1450.0,3.0,standard
640,Liste_Objekte_passend,kontakt,2.0,295574.0,38.83,Oberhaching,EUR,rec_item,null,Balkon|EBK,Bayern,9bbaf83f-3c87-44d4-845d-18830f62ca0b,,new,Miete,WOHNEN,sonstiges,,ETAGE,969.0,1.0,standard
641,Liste_Objekte_passend,kontakt,3.0,200077.0,130.5,Kirchseeon,EUR,rec_item,Kirchseeon,,Bayern,1f99e8b8-6d15-4b3e-a8ba-7f407e00ce93,,old,Miete,WOHNEN,sonstiges,,MAISONETTE,1850.0,4.0,standard
642,Liste_Objekte_passend,kontakt,4.0,200077.0,134.01,Kirchseeon,EUR,rec_item,Kirchseeon,,Bayern,c2b87862-6a34-4629-8549-c7455d85eead,,old,Miete,WOHNEN,sonstiges,,MAISONETTE,1950.0,4.0,standard
643,Liste_Objekte_passend,kontakt,5.0,1938659.0,55.5,Markt Schwaben,EUR,rec_item,null,Garten|EBK,Bayern,3789bbb5-1f5f-4de6-8b5b-2b41b85a82be,,old,Miete,WOHNEN,sonstiges,,Wohnung,1100.0,2.0,standard
644,Liste_Objekte_passend,kontakt,6.0,297930.0,87.0,Markt Schwaben,EUR,rec_item,null,Balkon|EBK,Bayern,7a7e96ec-a220-4d6f-aa4a-964cacd23c78,,new,Miete,WOHNEN,sonstiges,,ETAGE,1190.0,3.0,standard
645,Liste_Objekte_passend,kontakt,7.0,1269217.0,96.0,Kirchseeon,EUR,rec_item,Kirchseeon,Balkon|EBK,Bayern,3f043313-20c7-47fa-b729-21ceb4ec7db7,,new,Miete,WOHNEN,sonstiges,,DACHGESCHOSS,1595.0,2.0,standard
646,Liste_Objekte_passend,kontakt,8.0,1938659.0,74.0,Unterschleißheim,EUR,rec_item,Lohhof,Balkon,Bayern,220db504-d1de-435b-8d90-ad682baa1722,,old,Miete,WOHNEN,sonstiges,,Wohnung,1150.0,2.5,standard
647,Liste_Objekte_passend,kontakt,9.0,1938657.0,75.0,Planegg,EUR,rec_item,Martinsried,Garten|Balkon|EBK,Bayern,fef54a6c-fd18-4779-852f-287a72375d62,top-immo|eyecatcher,old,Miete,WOHNEN,sonstiges,,Wohnung,1200.0,2.5,premium
648,Liste_Objekte_passend,kontakt,10.0,1938659.0,80.0,Planegg,EUR,rec_item,Martinsried,Garten,Bayern,c1da9b51-b2e3-49a9-95fe-b1264d6c164c,,new,Miete,WOHNEN,sonstiges,,Wohnung,1600.0,3.0,standard
649,Liste_Objekte_passend,kontakt,11.0,1714175.0,31.24,Unterschleißheim,EUR,rec_item,Lohhof,Balkon|EBK,Bayern,65ed5d65-d017-4c28-9ca8-68ef2166aed4,,old,Miete,WOHNEN,sonstiges,,ETAGE,1050.0,1.0,standard
650,Liste_Objekte_passend,kontakt,12.0,1791672.0,66.42,Unterschleißheim,EUR,rec_item,Lohhof,Balkon|EBK,Bayern,255113d6-61e4-451b-8e19-9f105bfd394e,,old,Miete,WOHNEN,sonstiges,,ETAGE,900.0,2.0,standard
651,Liste_Objekte_passend,kontakt,13.0,1796112.0,69.3,Unterschleißheim,EUR,rec_item,Lohhof,Balkon,Bayern,420e3bdc-29df-4637-9a6c-cf00fbada7a3,,old,Miete,WOHNEN,sonstiges,,ETAGE,1190.0,2.5,standard
652,Liste_Objekte_passend,kontakt,14.0,1348295.0,88.0,Unterschleißheim,EUR,rec_item,Lohhof,EBK,Bayern,b102a678-eac7-431a-bc2b-1fe5a7c6f34f,,new,Miete,WOHNEN,sonstiges,,DACHGESCHOSS,2800.0,3.0,standard
653,Liste_Objekte_passend,kontakt,15.0,1348295.0,70.0,Unterschleißheim,EUR,rec_item,Lohhof,EBK,Bayern,f41f1204-2afd-41e1-96c7-4ec4d973f1d8,,new,Miete,WOHNEN,sonstiges,,DACHGESCHOSS,2200.0,3.0,standard
654,Liste_Objekte_passend,kontakt,16.0,1348295.0,40.0,Unterschleißheim,EUR,rec_item,Lohhof,Balkon|EBK,Bayern,72a4f6fb-5c4d-45d5-bab1-58a031a73f8c,,new,Miete,WOHNEN,sonstiges,,DACHGESCHOSS,1300.0,2.0,standard
655,Liste_Objekte_passend,kontakt,17.0,2164814.0,37.67,Unterschleißheim,EUR,rec_item,Unterschleißheim,Balkon|EBK,Bayern,24941920-441a-42eb-9514-fd40f1519823,,old,Miete,WOHNEN,sonstiges,,ETAGE,1300.0,2.0,standard
656,Liste_Objekte_passend,kontakt,18.0,2355662.0,93.0,Planegg,EUR,rec_item,Planegg,Balkon,Bayern,eef7b287-5820-48bb-91c3-35b3e388608e,,old,Miete,WOHNEN,sonstiges,,ETAGE,1700.0,3.0,standard
657,Liste_Objekte_passend,kontakt,19.0,2355662.0,93.0,Planegg,EUR,rec_item,Planegg,Balkon,Bayern,6d7c13c1-b791-42d1-a209-52a54959ddef,,new,Miete,WOHNEN,sonstiges,,ETAGE,1700.0,3.0,standard
658,Liste_Objekte_passend,kontakt,20.0,2634336.0,128.0,Gräfelfing,EUR,rec_item,Gräfelfing,,Bayern,e411bb95-2202-4d5a-aed1-66df8360da0d,,old,Miete,WOHNEN,sonstiges,,Wohnung,2500.0,3.0,standard
659,Liste_Objekte_passend,kontakt,21.0,709515.0,144.82,Sauerlach,EUR,rec_item,Altkirchen,Garten|Balkon|EBK,Bayern,08f9b3ff-94f3-4355-afac-076d58006254,,old,Miete,WOHNEN,sonstiges,,ERDGESCHOSS,2460.0,5.5,standard
660,Liste_Objekte_passend,kontakt,22.0,2229978.0,78.0,Karlsfeld,EUR,rec_item,null,Balkon|EBK,Bayern,5183267b-a66b-46fc-9d6d-fe32d003eb90,top-immo,new,Miete,WOHNEN,sonstiges,,Wohnung,1520.0,3.0,premium
661,Liste_Objekte_passend,kontakt,1.0,1397696.0,255.43,Glonn,EUR,rec_item,Glonn,Balkon|EBK,Bayern,adcddcad-f06a-4a9f-85ff-4ab23ba2095e,,old,Miete,WOHNEN,sonstiges,,MAISONETTE,2550.0,7.5,standard
662,Liste_Objekte_passend,kontakt,2.0,316913.0,72.0,Eching,EUR,rec_item,Eching,Balkon,Bayern,f7843063-8aa3-435c-914c-836891312777,,old,Miete,WOHNEN,sonstiges,,Wohnung,1600.0,3.0,standard
663,Liste_Objekte_passend,kontakt,3.0,1246336.0,89.5,Krailling,EUR,rec_item,null,Balkon|EBK,Bayern,325caa6f-751b-4503-a51e-900ae5f85905,,new,Miete,WOHNEN,sonstiges,,DACHGESCHOSS,1250.0,1.0,standard
664,Liste_Objekte_passend,kontakt,4.0,2022541.0,55.0,Neufahrn,EUR,rec_item,Neufahrn,Balkon|EBK,Bayern,1f9f759c-2fbb-47b2-8d48-db74e4c287fa,,new,Miete,WOHNEN,sonstiges,,Wohnung,760.0,2.0,standard
665,Liste_Objekte_passend,kontakt,5.0,2229978.0,63.0,Gauting,EUR,rec_item,null,Balkon|EBK,Bayern,cd90bbc4-26ea-4e48-aae6-33982ead062c,,old,Miete,WOHNEN,sonstiges,,Wohnung,1070.0,2.0,standard
666,Liste_Objekte_passend,kontakt,6.0,2784283.0,67.67,Hallbergmoos,EUR,rec_item,Goldach,Balkon,Bayern,4b882e36-4709-468b-9f7e-d1f785d27599,,old,Miete,WOHNEN,sonstiges,,DACHGESCHOSS,1080.0,2.0,standard
667,Liste_Objekte_passend,kontakt,7.0,1938659.0,59.0,Hallbergmoos,EUR,rec_item,Goldach,,Bayern,51d96266-5cf2-4a4c-be4d-847574fb6f30,,new,Miete,WOHNEN,sonstiges,,Wohnung,700.0,1.5,standard
668,Liste_Objekte_passend,kontakt,8.0,255597.0,78.33,Wörth,EUR,rec_item,Wörth,Balkon|EBK,Bayern,d482d24f-3c8b-4a1b-aa3c-2aa6e76db35b,,old,Miete,WOHNEN,sonstiges,,DACHGESCHOSS,920.0,3.0,standard
669,Liste_Objekte_passend,kontakt,9.0,709515.0,90.0,Neufahrn,EUR,rec_item,Mintraching,,Bayern,05ca92a7-2adb-4fe7-ab0a-1b1f458b82b2,,new,Miete,WOHNEN,sonstiges,,DACHGESCHOSS,0.0,4.0,standard
670,Liste_Objekte_passend,kontakt,10.0,1381214.0,88.0,Ebersberg,EUR,rec_item,Ebersberg,Garten,Bayern,e154b022-6603-469c-ac36-c5d592cced99,,old,Miete,WOHNEN,sonstiges,,ERDGESCHOSS,950.0,2.5,standard
671,Liste_Objekte_passend,kontakt,11.0,2022541.0,101.0,Neufahrn,EUR,rec_item,Neufahrn,Garten|Balkon,Bayern,f8eef87c-82a9-47cb-8dd4-b273a4fdf06f,,old,Miete,WOHNEN,sonstiges,,ETAGE,1200.0,4.0,standard
672,Liste_Objekte_passend,kontakt,12.0,107214.0,73.0,Grafing,EUR,rec_item,Grafing,Garten|Balkon,Bayern,a47a6d77-391e-42eb-ad13-c2cf97629ff1,,old,Miete,WOHNEN,sonstiges,,ETAGE,876.0,2.0,standard
673,Liste_Objekte_passend,kontakt,13.0,1938659.0,70.0,Germering,EUR,rec_item,Neugermering,EBK,Bayern,6d834ff8-1fce-49c4-a2cf-25d2ef8b9356,,new,Miete,WOHNEN,sonstiges,,Wohnung,1595.0,3.0,standard
674,Liste_Objekte_passend,kontakt,14.0,1938659.0,70.19,Germering,EUR,rec_item,Neugermering,Balkon,Bayern,5c05d6a2-9400-4123-be07-9ac379e76ed4,,old,Miete,WOHNEN,sonstiges,,Wohnung,1390.0,3.0,standard
675,Liste_Objekte_passend,kontakt,15.0,631362.0,60.0,Dachau,EUR,rec_item,Dachau,Garten,Bayern,1b0c964e-bf74-498a-871c-4c81fc618cef,,new,Miete,WOHNEN,sonstiges,,ETAGE,1290.0,3.0,standard
676,Liste_Objekte_passend,kontakt,16.0,300706.0,66.0,Germering,EUR,rec_item,Neugermering,Garten|Balkon|EBK,Bayern,569c72d3-9b19-43bd-9525-be3d06bb305f,,old,Miete,WOHNEN,sonstiges,,ETAGE,860.0,2.0,standard
677,Liste_Objekte_passend,kontakt,17.0,1938659.0,60.0,Forstern,EUR,rec_item,Forstern,,Bayern,448cd0fb-dd37-4106-a0bf-cf408211d6d5,,old,Miete,WOHNEN,sonstiges,,Wohnung,600.0,2.0,standard
